birth_year,birth_defect_name,sex,residence,birth_defect_count,live_births,prevalence_per_10k_live_births
1999,Turner syndrome,All,"NYS excluding
NYC",2,135968,0.15
1999,Deletion 22q11.2,All,"NYS excluding
NYC",3,135968,0.22
1999,Limb deficiencies (reduction defects),All,"NYS excluding
NYC",49,135968,3.6
1999,Craniosynostosis,All,"NYS excluding
NYC",47,135968,3.46
1999,Clubfoot,All,"NYS excluding
NYC",167,135968,12.28
1999,Congenital posterior urethral valves,All,"NYS excluding
NYC",7,135968,0.51
1999,Small intestinal atresia/stenosis,All,"NYS excluding
NYC",44,135968,3.24
1999,Cleft lip alone,All,"NYS excluding
NYC",36,135968,2.65
1999,Cleft lip with cleft palate,All,"NYS excluding
NYC",73,135968,5.37
1999,Single ventricle,All,"NYS excluding
NYC",14,135968,1.03
1999,Interrupted aortic arch,All,"NYS excluding
NYC",6,135968,0.44
1999,Double outlet right ventricle,All,"NYS excluding
NYC",31,135968,2.28
1999,Holoprosencephaly,All,"NYS excluding
NYC",13,135968,0.96
2000,Anencephalus,All,NYC,8,120988,0.66
2000,Spina bifida without anencephalus,All,NYC,21,120988,1.74
2000,Encephalocele,All,NYC,15,120988,1.24
2000,Anophthalmia/microphthalmia,All,NYC,8,120988,0.66
2000,Congenital cataract,All,NYC,11,120988,0.91
2000,Anotia/microtia,All,NYC,3,120988,0.25
2000,Common truncus (truncus arteriosus),All,NYC,7,120988,0.58
2000,Transposition of the great arteries (TGA),All,NYC,16,120988,1.32
2000,Dextro-transposition of great arteries (d-TGA),All,NYC,15,120988,1.24
2000,Tetralogy of Fallot,All,NYC,39,120988,3.22
2000,Ventricular septal defect,All,NYC,385,120988,31.82
2000,Atrial septal defect,All,NYC,494,120988,40.83
2000,"Atrioventricular septal defect (Endocardial
cushion defect)",All,NYC,28,120988,2.31
2000,Pulmonary valve atresia and stenosis,All,NYC,80,120988,6.61
2000,Pulmonary valve atresia,All,NYC,4,120988,0.33
2000,Tricuspid valve atresia and stenosis,All,NYC,10,120988,0.83
2000,Tricuspid valve atresia,All,NYC,4,120988,0.33
2000,Ebstein anomaly,All,NYC,8,120988,0.66
2000,Aortic valve stenosis,All,NYC,12,120988,0.99
2000,Hypoplastic left heart syndrome,All,NYC,18,120988,1.49
2000,Coarctation of the aorta,All,NYC,41,120988,3.39
2000,Total anomalous pulmonary venous connection,All,NYC,8,120988,0.66
2000,Cleft palate alone,All,NYC,50,120988,4.13
2000,Choanal atresia,All,NYC,10,120988,0.83
2000,Esophageal atresia/tracheoesophageal fistula,All,NYC,23,120988,1.9
2000,Rectal and large intestinal atresia/stenosis,All,NYC,40,120988,3.31
2000,Biliary atresia,All,NYC,12,120988,0.99
2000,Renal agenesis/hypoplasia,All,NYC,34,120988,2.81
2000,Bladder exstrophy,All,NYC,3,120988,0.25
2000,Gastroschisis,All,NYC,8,120988,0.66
2000,Omphalocele,All,NYC,10,120988,0.83
2000,Diaphragmatic hernia,All,NYC,15,120988,1.24
2000,Trisomy 13,All,NYC,8,120988,0.66
2000,Trisomy 21 (Down syndrome),All,NYC,108,120988,8.93
2000,Trisomy 18,All,NYC,14,120988,1.16
2000,Hypospadias,All,NYC,336,120988,27.77
2000,Turner syndrome,All,NYC,6,120988,0.5
2000,Deletion 22q11.2,All,NYC,10,120988,0.83
2000,Limb deficiencies (reduction defects),All,NYC,31,120988,2.56
2000,Craniosynostosis,All,NYC,15,120988,1.24
2000,Clubfoot,All,NYC,131,120988,10.83
2000,Congenital posterior urethral valves,All,NYC,2,120988,0.17
2000,Small intestinal atresia/stenosis,All,NYC,34,120988,2.81
2000,Cleft lip alone,All,NYC,23,120988,1.9
2000,Cleft lip with cleft palate,All,NYC,38,120988,3.14
2000,Single ventricle,All,NYC,3,120988,0.25
2000,Interrupted aortic arch,All,NYC,3,120988,0.25
2000,Double outlet right ventricle,All,NYC,23,120988,1.9
2000,Holoprosencephaly,All,NYC,4,120988,0.33
2000,Anencephalus,Male,All,9,132588,0.68
2000,Spina bifida without anencephalus,Male,All,25,132588,1.89
2000,Encephalocele,Male,All,14,132588,1.06
2000,Anophthalmia/microphthalmia,Male,All,14,132588,1.06
2000,Congenital cataract,Male,All,12,132588,0.91
2000,Anotia/microtia,Male,All,10,132588,0.75
2000,Common truncus (truncus arteriosus),Male,All,4,132588,0.3
2000,Transposition of the great arteries (TGA),Male,All,14,132588,1.06
2000,Dextro-transposition of great arteries (d-TGA),Male,All,12,132588,0.91
2000,Tetralogy of Fallot,Male,All,62,132588,4.68
2000,Ventricular septal defect,Male,All,392,132588,29.57
2000,Atrial septal defect,Male,All,398,132588,30.02
2000,"Atrioventricular septal defect (Endocardial
cushion defect)",Male,All,46,132588,3.47
2000,Pulmonary valve atresia and stenosis,Male,All,85,132588,6.41
2000,Pulmonary valve atresia,Male,All,5,132588,0.38
2000,Tricuspid valve atresia and stenosis,Male,All,11,132588,0.83
2000,Tricuspid valve atresia,Male,All,5,132588,0.38
2000,Ebstein anomaly,Male,All,9,132588,0.68
2000,Aortic valve stenosis,Male,All,25,132588,1.89
2000,Hypoplastic left heart syndrome,Male,All,33,132588,2.49
2000,Coarctation of the aorta,Male,All,68,132588,5.13
2000,Total anomalous pulmonary venous connection,Male,All,6,132588,0.45
2000,Cleft palate alone,Male,All,67,132588,5.05
2000,Choanal atresia,Male,All,15,132588,1.13
2000,Esophageal atresia/tracheoesophageal fistula,Male,All,33,132588,2.49
2000,Rectal and large intestinal atresia/stenosis,Male,All,53,132588,4
2000,Biliary atresia,Male,All,14,132588,1.06
2000,Renal agenesis/hypoplasia,Male,All,58,132588,4.37
2000,Bladder exstrophy,Male,All,3,132588,0.23
2000,Gastroschisis,Male,All,11,132588,0.83
2000,Omphalocele,Male,All,17,132588,1.28
2000,Diaphragmatic hernia,Male,All,27,132588,2.04
2000,Trisomy 13,Male,All,5,132588,0.38
2000,Trisomy 21 (Down syndrome),Male,All,132,132588,9.96
2000,Trisomy 18,Male,All,7,132588,0.53
2000,Hypospadias,Male,All,880,132588,66.37
2000,Deletion 22q11.2,Male,All,9,132588,0.68
2000,Limb deficiencies (reduction defects),Male,All,41,132588,3.09
2000,Craniosynostosis,Male,All,42,132588,3.17
2000,Clubfoot,Male,All,150,132588,11.31
2000,Congenital posterior urethral valves,Male,All,12,132588,0.91
2000,Small intestinal atresia/stenosis,Male,All,33,132588,2.49
2000,Cleft lip alone,Male,All,48,132588,3.62
2000,Cleft lip with cleft palate,Male,All,77,132588,5.81
2000,Single ventricle,Male,All,7,132588,0.53
2000,Interrupted aortic arch,Male,All,6,132588,0.45
2000,Double outlet right ventricle,Male,All,32,132588,2.41
2000,Holoprosencephaly,Male,All,5,132588,0.38
2000,Anencephalus,Female,All,5,125867,0.4
2000,Spina bifida without anencephalus,Female,All,26,125867,2.07
2000,Encephalocele,Female,All,11,125867,0.87
2000,Anophthalmia/microphthalmia,Female,All,10,125867,0.79
2000,Congenital cataract,Female,All,21,125867,1.67
2000,Anotia/microtia,Female,All,4,125867,0.32
2000,Common truncus (truncus arteriosus),Female,All,9,125867,0.72
2000,Transposition of the great arteries (TGA),Female,All,15,125867,1.19
2000,Dextro-transposition of great arteries (d-TGA),Female,All,14,125867,1.11
2000,Tetralogy of Fallot,Female,All,34,125867,2.7
2000,Ventricular septal defect,Female,All,461,125867,36.63
2000,Atrial septal defect,Female,All,352,125867,27.97
2000,"Atrioventricular septal defect (Endocardial
cushion defect)",Female,All,35,125867,2.78
2000,Pulmonary valve atresia and stenosis,Female,All,96,125867,7.63
2000,Pulmonary valve atresia,Female,All,4,125867,0.32
2000,Tricuspid valve atresia and stenosis,Female,All,6,125867,0.48
2000,Tricuspid valve atresia,Female,All,3,125867,0.24
2000,Ebstein anomaly,Female,All,7,125867,0.56
2000,Aortic valve stenosis,Female,All,17,125867,1.35
2000,Hypoplastic left heart syndrome,Female,All,26,125867,2.07
2000,Coarctation of the aorta,Female,All,45,125867,3.58
2000,Total anomalous pulmonary venous connection,Female,All,7,125867,0.56
2000,Cleft palate alone,Female,All,73,125867,5.8
2000,Choanal atresia,Female,All,17,125867,1.35
2000,Esophageal atresia/tracheoesophageal fistula,Female,All,29,125867,2.3
2000,Rectal and large intestinal atresia/stenosis,Female,All,36,125867,2.86
2000,Biliary atresia,Female,All,12,125867,0.95
2000,Renal agenesis/hypoplasia,Female,All,26,125867,2.07
2000,Bladder exstrophy,Female,All,3,125867,0.24
2000,Gastroschisis,Female,All,12,125867,0.95
2000,Omphalocele,Female,All,13,125867,1.03
2000,Diaphragmatic hernia,Female,All,16,125867,1.27
2000,Trisomy 13,Female,All,12,125867,0.95
2000,Trisomy 21 (Down syndrome),Female,All,136,125867,10.81
2000,Trisomy 18,Female,All,16,125867,1.27
2000,Turner syndrome,Female,All,13,125867,1.03
2000,Deletion 22q11.2,Female,All,7,125867,0.56
2000,Limb deficiencies (reduction defects),Female,All,32,125867,2.54
2000,Craniosynostosis,Female,All,22,125867,1.75
2000,Clubfoot,Female,All,135,125867,10.73
2000,Small intestinal atresia/stenosis,Female,All,40,125867,3.18
2000,Cleft lip alone,Female,All,21,125867,1.67
2000,Cleft lip with cleft palate,Female,All,41,125867,3.26
2000,Single ventricle,Female,All,3,125867,0.24
2000,Interrupted aortic arch,Female,All,8,125867,0.64
2000,Double outlet right ventricle,Female,All,19,125867,1.51
2000,Holoprosencephaly,Female,All,11,125867,0.87
2000,Anencephalus,All,All,14,258455,0.54
2000,Spina bifida without anencephalus,All,All,51,258455,1.97
2000,Encephalocele,All,All,25,258455,0.97
2000,Anophthalmia/microphthalmia,All,All,24,258455,0.93
2000,Congenital cataract,All,All,33,258455,1.28
2000,Anotia/microtia,All,All,14,258455,0.54
2000,Common truncus (truncus arteriosus),All,All,13,258455,0.5
2000,Transposition of the great arteries (TGA),All,All,29,258455,1.12
2000,Dextro-transposition of great arteries (d-TGA),All,All,26,258455,1.01
2000,Tetralogy of Fallot,All,All,96,258455,3.71
2000,Ventricular septal defect,All,All,853,258455,33
2000,Atrial septal defect,All,All,750,258455,29.02
2000,"Atrioventricular septal defect (Endocardial
cushion defect)",All,All,81,258455,3.13
2000,Pulmonary valve atresia and stenosis,All,All,181,258455,7
2000,Pulmonary valve atresia,All,All,9,258455,0.35
2000,Tricuspid valve atresia and stenosis,All,All,17,258455,0.66
2000,Tricuspid valve atresia,All,All,8,258455,0.31
2000,Ebstein anomaly,All,All,16,258455,0.62
2000,Aortic valve stenosis,All,All,42,258455,1.63
2000,Hypoplastic left heart syndrome,All,All,59,258455,2.28
2000,Coarctation of the aorta,All,All,113,258455,4.37
2000,Total anomalous pulmonary venous connection,All,All,13,258455,0.5
2000,Cleft palate alone,All,All,140,258455,5.42
2000,Choanal atresia,All,All,32,258455,1.24
2000,Esophageal atresia/tracheoesophageal fistula,All,All,62,258455,2.4
2000,Rectal and large intestinal atresia/stenosis,All,All,89,258455,3.44
2000,Biliary atresia,All,All,26,258455,1.01
2000,Renal agenesis/hypoplasia,All,All,84,258455,3.25
2000,Bladder exstrophy,All,All,6,258455,0.23
2000,Gastroschisis,All,All,23,258455,0.89
2000,Omphalocele,All,All,30,258455,1.16
2000,Diaphragmatic hernia,All,All,43,258455,1.66
2000,Trisomy 13,All,All,17,258455,0.66
2000,Trisomy 21 (Down syndrome),All,All,268,258455,10.37
2000,Trisomy 18,All,All,23,258455,0.89
2000,Hypospadias,All,All,880,258455,34.05
2000,Turner syndrome,All,All,13,258455,0.5
2000,Deletion 22q11.2,All,All,16,258455,0.62
2000,Limb deficiencies (reduction defects),All,All,73,258455,2.82
2000,Craniosynostosis,All,All,64,258455,2.48
2000,Clubfoot,All,All,285,258455,11.03
2000,Congenital posterior urethral valves,All,All,12,258455,0.46
2000,Small intestinal atresia/stenosis,All,All,73,258455,2.82
2000,Cleft lip alone,All,All,69,258455,2.67
2000,Cleft lip with cleft palate,All,All,118,258455,4.57
2000,Single ventricle,All,All,10,258455,0.39
2000,Interrupted aortic arch,All,All,14,258455,0.54
2000,Double outlet right ventricle,All,All,51,258455,1.97
2000,Holoprosencephaly,All,All,16,258455,0.62
2000,Anencephalus,All,"NYS excluding
NYC",6,137467,0.44
2000,Spina bifida without anencephalus,All,"NYS excluding
NYC",30,137467,2.18
2000,Encephalocele,All,"NYS excluding
NYC",10,137467,0.73
2000,Anophthalmia/microphthalmia,All,"NYS excluding
NYC",16,137467,1.16
2000,Congenital cataract,All,"NYS excluding
NYC",22,137467,1.6
2000,Anotia/microtia,All,"NYS excluding
NYC",11,137467,0.8
2000,Common truncus (truncus arteriosus),All,"NYS excluding
NYC",6,137467,0.44
2000,Transposition of the great arteries (TGA),All,"NYS excluding
NYC",13,137467,0.95
2000,Dextro-transposition of great arteries (d-TGA),All,"NYS excluding
NYC",11,137467,0.8
2000,Tetralogy of Fallot,All,"NYS excluding
NYC",57,137467,4.15
2000,Ventricular septal defect,All,"NYS excluding
NYC",468,137467,34.04
2000,Atrial septal defect,All,"NYS excluding
NYC",256,137467,18.62
2000,"Atrioventricular septal defect (Endocardial
cushion defect)",All,"NYS excluding
NYC",53,137467,3.86
2000,Pulmonary valve atresia and stenosis,All,"NYS excluding
NYC",101,137467,7.35
2000,Pulmonary valve atresia,All,"NYS excluding
NYC",5,137467,0.36
2000,Tricuspid valve atresia and stenosis,All,"NYS excluding
NYC",7,137467,0.51
2000,Tricuspid valve atresia,All,"NYS excluding
NYC",4,137467,0.29
2000,Ebstein anomaly,All,"NYS excluding
NYC",8,137467,0.58
2000,Aortic valve stenosis,All,"NYS excluding
NYC",30,137467,2.18
2000,Hypoplastic left heart syndrome,All,"NYS excluding
NYC",41,137467,2.98
2000,Coarctation of the aorta,All,"NYS excluding
NYC",72,137467,5.24
2000,Total anomalous pulmonary venous connection,All,"NYS excluding
NYC",5,137467,0.36
2000,Cleft palate alone,All,"NYS excluding
NYC",90,137467,6.55
2000,Choanal atresia,All,"NYS excluding
NYC",22,137467,1.6
2000,Esophageal atresia/tracheoesophageal fistula,All,"NYS excluding
NYC",39,137467,2.84
2000,Rectal and large intestinal atresia/stenosis,All,"NYS excluding
NYC",49,137467,3.56
2000,Biliary atresia,All,"NYS excluding
NYC",14,137467,1.02
2000,Renal agenesis/hypoplasia,All,"NYS excluding
NYC",50,137467,3.64
2000,Bladder exstrophy,All,"NYS excluding
NYC",3,137467,0.22
2000,Gastroschisis,All,"NYS excluding
NYC",15,137467,1.09
2000,Omphalocele,All,"NYS excluding
NYC",20,137467,1.45
2000,Diaphragmatic hernia,All,"NYS excluding
NYC",28,137467,2.04
2000,Trisomy 13,All,"NYS excluding
NYC",9,137467,0.65
2000,Trisomy 21 (Down syndrome),All,"NYS excluding
NYC",160,137467,11.64
2000,Trisomy 18,All,"NYS excluding
NYC",9,137467,0.65
2000,Hypospadias,All,"NYS excluding
NYC",551,137467,40.08
2000,Turner syndrome,All,"NYS excluding
NYC",8,137467,0.58
2000,Deletion 22q11.2,All,"NYS excluding
NYC",6,137467,0.44
2000,Limb deficiencies (reduction defects),All,"NYS excluding
NYC",42,137467,3.06
2000,Craniosynostosis,All,"NYS excluding
NYC",49,137467,3.56
2000,Clubfoot,All,"NYS excluding
NYC",154,137467,11.2
2000,Congenital posterior urethral valves,All,"NYS excluding
NYC",10,137467,0.73
2000,Small intestinal atresia/stenosis,All,"NYS excluding
NYC",39,137467,2.84
2000,Cleft lip alone,All,"NYS excluding
NYC",46,137467,3.35
2000,Cleft lip with cleft palate,All,"NYS excluding
NYC",80,137467,5.82
2000,Single ventricle,All,"NYS excluding
NYC",7,137467,0.51
2000,Interrupted aortic arch,All,"NYS excluding
NYC",11,137467,0.8
2000,Double outlet right ventricle,All,"NYS excluding
NYC",28,137467,2.04
2000,Holoprosencephaly,All,"NYS excluding
NYC",12,137467,0.87
2001,Anencephalus,All,NYC,4,119412,0.33
2001,Spina bifida without anencephalus,All,NYC,25,119412,2.09
2001,Encephalocele,All,NYC,10,119412,0.84
2001,Anophthalmia/microphthalmia,All,NYC,10,119412,0.84
2001,Congenital cataract,All,NYC,14,119412,1.17
2001,Anotia/microtia,All,NYC,9,119412,0.75
2001,Common truncus (truncus arteriosus),All,NYC,6,119412,0.5
2001,Transposition of the great arteries (TGA),All,NYC,11,119412,0.92
2001,Dextro-transposition of great arteries (d-TGA),All,NYC,11,119412,0.92
2001,Tetralogy of Fallot,All,NYC,57,119412,4.77
2001,Ventricular septal defect,All,NYC,349,119412,29.23
2001,Atrial septal defect,All,NYC,471,119412,39.44
2001,"Atrioventricular septal defect (Endocardial
cushion defect)",All,NYC,31,119412,2.6
2001,Pulmonary valve atresia and stenosis,All,NYC,82,119412,6.87
2001,Pulmonary valve atresia,All,NYC,5,119412,0.42
2001,Tricuspid valve atresia and stenosis,All,NYC,9,119412,0.75
2001,Tricuspid valve atresia,All,NYC,6,119412,0.5
2001,Ebstein anomaly,All,NYC,6,119412,0.5
2001,Aortic valve stenosis,All,NYC,8,119412,0.67
2001,Hypoplastic left heart syndrome,All,NYC,19,119412,1.59
2001,Coarctation of the aorta,All,NYC,39,119412,3.27
2001,Total anomalous pulmonary venous connection,All,NYC,7,119412,0.59
2001,Cleft palate alone,All,NYC,64,119412,5.36
2001,Choanal atresia,All,NYC,9,119412,0.75
2001,Esophageal atresia/tracheoesophageal fistula,All,NYC,20,119412,1.67
2001,Rectal and large intestinal atresia/stenosis,All,NYC,49,119412,4.1
2001,Biliary atresia,All,NYC,7,119412,0.59
2001,Renal agenesis/hypoplasia,All,NYC,28,119412,2.34
2001,Gastroschisis,All,NYC,17,119412,1.42
2001,Omphalocele,All,NYC,10,119412,0.84
2001,Diaphragmatic hernia,All,NYC,6,119412,0.5
2001,Trisomy 13,All,NYC,9,119412,0.75
2001,Trisomy 21 (Down syndrome),All,NYC,117,119412,9.8
2001,Trisomy 18,All,NYC,14,119412,1.17
2001,Hypospadias,All,NYC,374,119412,31.32
2001,Turner syndrome,All,NYC,3,119412,0.25
2001,Deletion 22q11.2,All,NYC,2,119412,0.17
2001,Limb deficiencies (reduction defects),All,NYC,27,119412,2.26
2001,Craniosynostosis,All,NYC,14,119412,1.17
2001,Clubfoot,All,NYC,137,119412,11.47
2001,Congenital posterior urethral valves,All,NYC,5,119412,0.42
2001,Small intestinal atresia/stenosis,All,NYC,44,119412,3.68
2001,Cleft lip alone,All,NYC,14,119412,1.17
2001,Cleft lip with cleft palate,All,NYC,45,119412,3.77
2001,Single ventricle,All,NYC,8,119412,0.67
2001,Interrupted aortic arch,All,NYC,2,119412,0.17
2001,Double outlet right ventricle,All,NYC,26,119412,2.18
2001,Holoprosencephaly,All,NYC,1,119412,0.08
2001,Anencephalus,Male,All,7,129798,0.54
2001,Spina bifida without anencephalus,Male,All,35,129798,2.7
2001,Encephalocele,Male,All,10,129798,0.77
2001,Anophthalmia/microphthalmia,Male,All,10,129798,0.77
2001,Congenital cataract,Male,All,16,129798,1.23
2001,Anotia/microtia,Male,All,7,129798,0.54
2001,Common truncus (truncus arteriosus),Male,All,6,129798,0.46
2001,Transposition of the great arteries (TGA),Male,All,20,129798,1.54
2001,Dextro-transposition of great arteries (d-TGA),Male,All,20,129798,1.54
2001,Tetralogy of Fallot,Male,All,67,129798,5.16
2001,Ventricular septal defect,Male,All,371,129798,28.58
2001,Atrial septal defect,Male,All,401,129798,30.89
2001,"Atrioventricular septal defect (Endocardial
cushion defect)",Male,All,38,129798,2.93
2001,Pulmonary valve atresia and stenosis,Male,All,85,129798,6.55
2001,Pulmonary valve atresia,Male,All,7,129798,0.54
2001,Tricuspid valve atresia and stenosis,Male,All,5,129798,0.39
2001,Tricuspid valve atresia,Male,All,4,129798,0.31
2001,Ebstein anomaly,Male,All,6,129798,0.46
2001,Aortic valve stenosis,Male,All,25,129798,1.93
2001,Hypoplastic left heart syndrome,Male,All,29,129798,2.23
2001,Coarctation of the aorta,Male,All,53,129798,4.08
2001,Total anomalous pulmonary venous connection,Male,All,7,129798,0.54
2001,Cleft palate alone,Male,All,80,129798,6.16
2001,Choanal atresia,Male,All,21,129798,1.62
2001,Esophageal atresia/tracheoesophageal fistula,Male,All,31,129798,2.39
2001,Rectal and large intestinal atresia/stenosis,Male,All,61,129798,4.7
2001,Biliary atresia,Male,All,8,129798,0.62
2001,Renal agenesis/hypoplasia,Male,All,47,129798,3.62
2001,Bladder exstrophy,Male,All,3,129798,0.23
2001,Gastroschisis,Male,All,20,129798,1.54
2001,Omphalocele,Male,All,19,129798,1.46
2001,Diaphragmatic hernia,Male,All,15,129798,1.16
2001,Trisomy 13,Male,All,9,129798,0.69
2001,Trisomy 21 (Down syndrome),Male,All,149,129798,11.48
2001,Trisomy 18,Male,All,7,129798,0.54
2001,Hypospadias,Male,All,882,129798,67.95
2001,Deletion 22q11.2,Male,All,9,129798,0.69
2001,Limb deficiencies (reduction defects),Male,All,40,129798,3.08
2001,Craniosynostosis,Male,All,32,129798,2.47
2001,Clubfoot,Male,All,172,129798,13.25
2001,Congenital posterior urethral valves,Male,All,12,129798,0.92
2001,Small intestinal atresia/stenosis,Male,All,43,129798,3.31
2001,Cleft lip alone,Male,All,33,129798,2.54
2001,Cleft lip with cleft palate,Male,All,78,129798,6.01
2001,Single ventricle,Male,All,8,129798,0.62
2001,Interrupted aortic arch,Male,All,7,129798,0.54
2001,Double outlet right ventricle,Male,All,41,129798,3.16
2001,Holoprosencephaly,Male,All,3,129798,0.23
2001,Anencephalus,Female,All,4,123722,0.32
2001,Spina bifida without anencephalus,Female,All,31,123722,2.51
2001,Encephalocele,Female,All,10,123722,0.81
2001,Anophthalmia/microphthalmia,Female,All,10,123722,0.81
2001,Congenital cataract,Female,All,17,123722,1.37
2001,Anotia/microtia,Female,All,8,123722,0.65
2001,Common truncus (truncus arteriosus),Female,All,7,123722,0.57
2001,Transposition of the great arteries (TGA),Female,All,6,123722,0.48
2001,Dextro-transposition of great arteries (d-TGA),Female,All,6,123722,0.48
2001,Tetralogy of Fallot,Female,All,58,123722,4.69
2001,Ventricular septal defect,Female,All,430,123722,34.76
2001,Atrial septal defect,Female,All,308,123722,24.89
2001,"Atrioventricular septal defect (Endocardial
cushion defect)",Female,All,40,123722,3.23
2001,Pulmonary valve atresia and stenosis,Female,All,90,123722,7.27
2001,Pulmonary valve atresia,Female,All,5,123722,0.4
2001,Tricuspid valve atresia and stenosis,Female,All,8,123722,0.65
2001,Tricuspid valve atresia,Female,All,6,123722,0.48
2001,Ebstein anomaly,Female,All,10,123722,0.81
2001,Aortic valve stenosis,Female,All,9,123722,0.73
2001,Hypoplastic left heart syndrome,Female,All,20,123722,1.62
2001,Coarctation of the aorta,Female,All,38,123722,3.07
2001,Total anomalous pulmonary venous connection,Female,All,4,123722,0.32
2001,Cleft palate alone,Female,All,81,123722,6.55
2001,Choanal atresia,Female,All,13,123722,1.05
2001,Esophageal atresia/tracheoesophageal fistula,Female,All,22,123722,1.78
2001,Rectal and large intestinal atresia/stenosis,Female,All,47,123722,3.8
2001,Biliary atresia,Female,All,17,123722,1.37
2001,Renal agenesis/hypoplasia,Female,All,27,123722,2.18
2001,Bladder exstrophy,Female,All,1,123722,0.08
2001,Gastroschisis,Female,All,17,123722,1.37
2001,Omphalocele,Female,All,14,123722,1.13
2001,Diaphragmatic hernia,Female,All,5,123722,0.4
2001,Trisomy 13,Female,All,8,123722,0.65
2001,Trisomy 21 (Down syndrome),Female,All,136,123722,10.99
2001,Trisomy 18,Female,All,18,123722,1.45
2001,Turner syndrome,Female,All,10,123722,0.81
2001,Deletion 22q11.2,Female,All,3,123722,0.24
2001,Limb deficiencies (reduction defects),Female,All,27,123722,2.18
2001,Craniosynostosis,Female,All,25,123722,2.02
2001,Clubfoot,Female,All,120,123722,9.7
2001,Small intestinal atresia/stenosis,Female,All,42,123722,3.39
2001,Cleft lip alone,Female,All,23,123722,1.86
2001,Cleft lip with cleft palate,Female,All,43,123722,3.48
2001,Single ventricle,Female,All,9,123722,0.73
2001,Interrupted aortic arch,Female,All,5,123722,0.4
2001,Double outlet right ventricle,Female,All,26,123722,2.1
2001,Holoprosencephaly,Female,All,3,123722,0.24
2001,Anencephalus,All,All,11,253524,0.43
2001,Spina bifida without anencephalus,All,All,66,253524,2.6
2001,Encephalocele,All,All,20,253524,0.79
2001,Anophthalmia/microphthalmia,All,All,21,253524,0.83
2001,Congenital cataract,All,All,33,253524,1.3
2001,Anotia/microtia,All,All,15,253524,0.59
2001,Common truncus (truncus arteriosus),All,All,13,253524,0.51
2001,Transposition of the great arteries (TGA),All,All,26,253524,1.03
2001,Dextro-transposition of great arteries (d-TGA),All,All,26,253524,1.03
2001,Tetralogy of Fallot,All,All,125,253524,4.93
2001,Ventricular septal defect,All,All,801,253524,31.59
2001,Atrial septal defect,All,All,710,253524,28.01
2001,"Atrioventricular septal defect (Endocardial
cushion defect)",All,All,78,253524,3.08
2001,Pulmonary valve atresia and stenosis,All,All,175,253524,6.9
2001,Pulmonary valve atresia,All,All,12,253524,0.47
2001,Tricuspid valve atresia and stenosis,All,All,13,253524,0.51
2001,Tricuspid valve atresia,All,All,10,253524,0.39
2001,Ebstein anomaly,All,All,16,253524,0.63
2001,Aortic valve stenosis,All,All,34,253524,1.34
2001,Hypoplastic left heart syndrome,All,All,49,253524,1.93
2001,Coarctation of the aorta,All,All,91,253524,3.59
2001,Total anomalous pulmonary venous connection,All,All,11,253524,0.43
2001,Cleft palate alone,All,All,161,253524,6.35
2001,Choanal atresia,All,All,34,253524,1.34
2001,Esophageal atresia/tracheoesophageal fistula,All,All,54,253524,2.13
2001,Rectal and large intestinal atresia/stenosis,All,All,109,253524,4.3
2001,Biliary atresia,All,All,25,253524,0.99
2001,Renal agenesis/hypoplasia,All,All,75,253524,2.96
2001,Bladder exstrophy,All,All,4,253524,0.16
2001,Gastroschisis,All,All,37,253524,1.46
2001,Omphalocele,All,All,33,253524,1.3
2001,Diaphragmatic hernia,All,All,20,253524,0.79
2001,Trisomy 13,All,All,17,253524,0.67
2001,Trisomy 21 (Down syndrome),All,All,285,253524,11.24
2001,Trisomy 18,All,All,25,253524,0.99
2001,Hypospadias,All,All,882,253524,34.79
2001,Turner syndrome,All,All,10,253524,0.39
2001,Deletion 22q11.2,All,All,12,253524,0.47
2001,Limb deficiencies (reduction defects),All,All,68,253524,2.68
2001,Craniosynostosis,All,All,57,253524,2.25
2001,Clubfoot,All,All,292,253524,11.52
2001,Congenital posterior urethral valves,All,All,12,253524,0.47
2001,Small intestinal atresia/stenosis,All,All,86,253524,3.39
2001,Cleft lip alone,All,All,56,253524,2.21
2001,Cleft lip with cleft palate,All,All,121,253524,4.77
2001,Single ventricle,All,All,17,253524,0.67
2001,Interrupted aortic arch,All,All,12,253524,0.47
2001,Double outlet right ventricle,All,All,68,253524,2.68
2001,Holoprosencephaly,All,All,6,253524,0.24
2001,Anencephalus,All,"NYS excluding
NYC",7,134112,0.52
2001,Spina bifida without anencephalus,All,"NYS excluding
NYC",41,134112,3.06
2001,Encephalocele,All,"NYS excluding
NYC",10,134112,0.75
2001,Anophthalmia/microphthalmia,All,"NYS excluding
NYC",11,134112,0.82
2001,Congenital cataract,All,"NYS excluding
NYC",19,134112,1.42
2001,Anotia/microtia,All,"NYS excluding
NYC",6,134112,0.45
2001,Common truncus (truncus arteriosus),All,"NYS excluding
NYC",7,134112,0.52
2001,Transposition of the great arteries (TGA),All,"NYS excluding
NYC",15,134112,1.12
2001,Dextro-transposition of great arteries (d-TGA),All,"NYS excluding
NYC",15,134112,1.12
2001,Tetralogy of Fallot,All,"NYS excluding
NYC",68,134112,5.07
2001,Ventricular septal defect,All,"NYS excluding
NYC",452,134112,33.7
2001,Atrial septal defect,All,"NYS excluding
NYC",239,134112,17.82
